14,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.35,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.6925,-0.22
5,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.125,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.5,-0.22
0,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.0,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.8400000000000001,-0.22
24,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.6000000000000001,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.6375,-0.22
28,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.7000000000000001,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.9825,-0.22
3,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.075,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.7825,-0.22
20,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.5,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.7975,-0.11
1,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.025,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.6599999999999999,-0.26
25,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.625,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.3824999999999998,0.0399999999999999
16,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.4,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.8175000000000001,-0.22
10,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.25,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.845,-0.22
26,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.65,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.9875,-0.22
12,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.3,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.7224999999999999,-0.26
7,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.175,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.9925,-0.3
22,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.55,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.915,-0.26
15,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.375,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.62,-0.26
11,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.275,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.73,-0.26
29,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.7250000000000001,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.1575,-0.26
23,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.5750000000000001,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.175,-0.22
31,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.775,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.26,-0.34
27,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.675,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.1825,-0.26
30,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.75,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.97,-0.26
8,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.2,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.0825,-0.22
18,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.45,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.965,-0.22
9,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.225,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.93,-0.22
17,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.425,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.0775,-0.26
19,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.475,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.1,1.11,-0.22
6,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.15,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.14,-0.22
2,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.05,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.0775,-0.34
4,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.1,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.0625,-0.34
13,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.325,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.0375,-0.3
21,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.525,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.795,-0.34
39,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.975,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.79,-0.3
37,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.925,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.6725,-0.3
36,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.9,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.67,-0.15
33,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.8250000000000001,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.9,-0.3
35,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.875,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.9525,-0.26
38,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.95,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.9625,-0.22
34,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.8500000000000001,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.3025,-0.26
32,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,0.8,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.495,-0.3
40,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.1,0.3,1.0,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,1.0375,-0.2299999999999999
